"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7363","test_15_DeleteLesson()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_15_DeleteLessonTest","com.prestige.tests.functional.Test_15_DeleteLessonTest","test_15_DeleteLesson"
"","2497","test_02_EditStudent()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_02_EditStudentTest","com.prestige.tests.functional.Test_02_EditStudentTest","test_02_EditStudent"
"","673","test_16_StudentBirthday()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_16_StudentsBirthdayTest","com.prestige.tests.functional.Test_16_StudentsBirthdayTest","test_16_StudentBirthday"
"","2680","test_04_CreateCoach()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_04_CreateCoachTest","com.prestige.tests.functional.Test_04_CreateCoachTest","test_04_CreateCoach"
"","1807","test_09_DeleteCard()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_09_DeleteCardTest","com.prestige.tests.functional.Test_09_DeleteCardTest","test_09_DeleteCard"
"","2655","test_08_EditCard()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_08_EditCardTest","com.prestige.tests.functional.Test_08_EditCardTest","test_08_EditCard"
"","3213","test_14_EditLesson()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_14_EditLessonTest","com.prestige.tests.functional.Test_14_EditLessonTest","test_14_EditLesson"
"","2657","test_06_DeleteCoach()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_06_DeleteCoachTest","com.prestige.tests.functional.Test_06_DeleteCoachTest","test_06_DeleteCoach"
"","3126","test_03_DeleteStudent()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_03_DeleteStudentTest","com.prestige.tests.functional.Test_03_DeleteStudentTest","test_03_DeleteStudent"
"","2504","test_01_CreateStudent()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_01_CreateStudentTest","com.prestige.tests.functional.Test_01_CreateStudentTest","test_01_CreateStudent"
"","2729","test_11_EditLessonTemplate()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_11_EditLessonTemplateTest","com.prestige.tests.functional.Test_11_EditLessonTemplateTest","test_11_EditLessonTemplate"
"","2665","test_12_DeleteLessonTemplate()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_12_DeleteLessonTemplateTest","com.prestige.tests.functional.Test_12_DeleteLessonTemplateTest","test_12_DeleteLessonTemplate"
"","3843","test_10_CreateLessonTemplate()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_10_CreateLessonTemplateTest","com.prestige.tests.functional.Test_10_CreateLessonTemplateTest","test_10_CreateLessonTemplate"
"","3130","test_13_CreateLesson()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_13_CreateLessonTest","com.prestige.tests.functional.Test_13_CreateLessonTest","test_13_CreateLesson"
"","2530","test_05_EditCoach()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_05_EditCoachTest","com.prestige.tests.functional.Test_05_EditCoachTest","test_05_EditCoach"
"","2262","test_07_CreateCard()","","2026-07-25","passed","2026-07-25","","com.prestige.tests.functional.Test_07_CreateCardTest","com.prestige.tests.functional.Test_07_CreateCardTest","test_07_CreateCard"
